ProteinA,ProteinB,absTime,cellNr,fate,tree
0.642450952064,-0.859330174745,42,3,1,1cp
-0.965032282497,0.350051795942,43,3,1,1cp
-0.780398423965,0.888011799634,44,3,1,1cp
-0.520515629716,3.6224339587,45,3,1,1cp
0.261307242061,3.71619938885,46,3,1,1cp
-0.975643468817,2.30979412167,47,3,1,1cp
-2.2961000819,2.27526446557,48,3,1,1cp
-1.77415851628,1.3122488395,49,3,1,1cp
-0.477173843051,2.28942884032,50,3,1,1cp
0.773319007295,2.33140890479,51,3,1,1cp
2.11976721679,2.19413708769,52,3,1,1cp
2.43974249521,2.07000469881,53,3,1,1cp
3.67199619237,2.81034551676,54,3,1,1cp
4.96506866567,3.35788328441,55,3,1,1cp
5.25071724765,5.13493307932,56,3,1,1cp
8.11649175879,7.18050424766,57,3,1,1cp
9.5903246797,7.83836253506,58,3,1,1cp
9.3990211825,7.91231591584,59,3,1,1cp
11.0555747911,8.39935059821,60,3,1,1cp
11.0808931209,10.1094598386,61,3,1,1cp
12.8679777246,11.2019387101,62,3,1,1cp
15.0265733037,12.8320136487,63,3,1,1cp
15.2058909853,15.594951121,64,3,1,1cp
1.05742350886,-0.855928917829,63,4,1,1cp
1.10878436834,1.45872964884,64,4,1,1cp
1.981231526,-0.408535543748,65,4,1,1cp
3.0474300701,1.27772464663,66,4,1,1cp
2.08842197367,0.665008775437,67,4,1,1cp
3.47042657785,1.19307690965,68,4,1,1cp
4.3755485378,3.28202750662,69,4,1,1cp
3.77164416532,4.34630752571,70,4,1,1cp
4.07609328519,4.26856274778,71,4,1,1cp
4.33330077617,4.55325903852,72,4,1,1cp
5.35723259063,6.23285678746,73,4,1,1cp
7.22914657945,6.50249015574,74,4,1,1cp
9.66650290778,7.71894874532,75,4,1,1cp
10.6738092805,8.76452058522,76,4,1,1cp
13.0046906085,9.11292023762,77,4,1,1cp
14.992893219,12.2568643269,78,4,1,1cp
16.2251893772,13.8907833493,79,4,1,1cp
17.4013702992,12.8656407626,80,4,1,1cp
17.2488049276,14.0520950774,81,4,1,1cp
16.7480365344,14.3903086126,82,4,1,1cp
17.9130593325,16.2427419474,83,4,1,1cp
-0.792520738433,-0.615133677771,63,5,1,1cp
-0.9072571799,1.49618396384,64,5,1,1cp
-0.402269900919,2.18303247661,65,5,1,1cp
0.463485293251,2.25400489225,66,5,1,1cp
-0.736811113805,2.69333203235,67,5,1,1cp
-1.07131234965,2.58483414379,68,5,1,1cp
-1.54625766081,2.09840137774,69,5,1,1cp
-2.19958689338,2.30599963902,70,5,1,1cp
-0.434132653099,3.19099010621,71,5,1,1cp
-0.0291509421384,2.72646035757,72,5,1,1cp
-1.29003489647,2.10422319266,73,5,1,1cp
-0.372172949419,1.74873455174,74,5,1,1cp
1.74998324759,2.70074564559,75,5,1,1cp
2.78244850815,4.15329589305,76,5,1,1cp
1.26307854219,4.51530980499,77,5,1,1cp
0.778844469325,5.09662393903,78,5,1,1cp
2.04575561851,4.46692308177,79,5,1,1cp
1.33808615289,5.34367773172,80,5,1,1cp
1.78190558104,6.89541474218,81,5,1,1cp
2.55653963447,7.18528678426,82,5,1,1cp
1.62960916289,6.39761517232,83,5,1,1cp
2.57008380683,6.17704506804,84,5,1,1cp
0.328816466759,6.50784233986,85,5,1,1cp
0.304428825425,8.66977965761,86,5,1,1cp
1.05186067403,11.2226394334,87,5,1,1cp
0.804077492067,11.783121558,88,5,1,1cp
3.436488796,12.3752062052,89,5,1,1cp
3.00634741804,13.6368292612,90,5,1,1cp
3.56630293134,14.6489757702,91,5,1,1cp
4.69704350863,16.5799098542,92,5,1,1cp
7.13831679769,17.0567217606,93,5,1,1cp
6.70245464651,19.0058647484,94,5,1,1cp
8.86561839867,19.7666399505,95,5,1,1cp
9.87585145969,21.6206146616,96,5,1,1cp
9.89434280864,22.3495741993,97,5,1,1cp
11.3564462829,22.7364795164,98,5,1,1cp
12.5555059785,25.6487971563,99,5,1,1cp
12.9552891013,27.7140242388,100,5,1,1cp
14.0250911863,26.9219791387,101,5,1,1cp
14.6397775894,27.4752056269,102,5,1,1cp
15.7532949347,29.6801285487,103,5,1,1cp
17.4154256092,29.4834680794,104,5,1,1cp
-0.699146578092,0.40622668505,84,8,1,1cp
-0.707963624338,2.55940914256,85,8,1,1cp
-2.79798137297,1.79206157967,86,8,1,1cp
-1.0275498564,2.66438221639,87,8,1,1cp
-1.3366423656,2.84772422213,88,8,1,1cp
-0.532829314222,5.03752715535,89,8,1,1cp
0.0810120272535,4.22922886999,90,8,1,1cp
1.43889281535,3.38950702781,91,8,1,1cp
1.00558940845,2.79011438237,92,8,1,1cp
1.20941213598,0.66621865806,93,8,1,1cp
1.76852133859,0.14046363638,94,8,1,1cp
2.64106293002,-0.618669025174,95,8,1,1cp
3.79541726843,-0.468275238698,96,8,1,1cp
3.31803553786,-0.126519262921,97,8,1,1cp
2.65380809455,1.7496515763,98,8,1,1cp
4.0139194608,2.70007541448,99,8,1,1cp
1.97684352583,2.12317175882,100,8,1,1cp
4.54687580637,1.22475708747,101,8,1,1cp
5.24455156429,1.71667625898,102,8,1,1cp
6.2399887353,0.396443051956,103,8,1,1cp
6.55764613418,2.22790181781,104,8,1,1cp
7.50945064865,3.40734193853,105,8,1,1cp
9.78058887463,2.93816628643,106,8,1,1cp
11.5514519761,1.22503175734,107,8,1,1cp
13.0441384599,3.5789041315,108,8,1,1cp
14.133011466,4.46436428625,109,8,1,1cp
13.6874014936,6.70218059822,110,8,1,1cp
13.84326458,6.10775293943,111,8,1,1cp
14.5000633434,6.50837791647,112,8,1,1cp
15.9577397978,7.51362161619,113,8,1,1cp
17.0273924624,8.56060220996,114,8,1,1cp
19.0108967687,9.11053673848,115,8,1,1cp
20.4845241564,10.7333866708,116,8,1,1cp
21.5388747344,10.6657662414,117,8,1,1cp
24.8146360319,11.5233867564,118,8,1,1cp
0.120295631712,0.504046515518,84,9,1,1cp
0.634734465771,-0.311452557771,85,9,1,1cp
1.34634934386,-0.870478051005,86,9,1,1cp
0.221707252022,-2.30456692024,87,9,1,1cp
-1.31240691871,-2.49609974415,88,9,1,1cp
-0.0347300968154,-2.43862574113,89,9,1,1cp
0.297583915164,-4.72142823117,90,9,1,1cp
-0.450902621392,-4.82337774365,91,9,1,1cp
1.10024935413,-4.7812436619,92,9,1,1cp
1.21592398842,-4.26665467121,93,9,1,1cp
2.39522117249,-3.06201959864,94,9,1,1cp
2.4627396539,-2.21066533404,95,9,1,1cp
4.52348757878,-1.83102905657,96,9,1,1cp
6.27882842122,-1.56744122883,97,9,1,1cp
6.02986427274,0.0120631727188,98,9,1,1cp
7.0014352237,0.464783336381,99,9,1,1cp
7.64681117328,0.236729317258,100,9,1,1cp
9.01544273081,3.61087106066,101,9,1,1cp
8.05051927023,4.30014679604,102,9,1,1cp
8.73657073023,4.67362261335,103,9,1,1cp
9.79499521708,3.48149255711,104,9,1,1cp
8.03625573066,5.33289464949,105,9,1,1cp
7.85299721799,5.34495880369,106,9,1,1cp
6.81376504023,6.37357936326,107,9,1,1cp
7.54435820579,8.34220251957,108,9,1,1cp
9.26190046159,8.36993397184,109,9,1,1cp
11.7642575137,9.44941642366,110,9,1,1cp
12.8383522941,11.9732038339,111,9,1,1cp
15.4669678397,10.516456777,112,9,1,1cp
15.0868663815,10.70595093,113,9,1,1cp
14.3834839421,10.8014090462,114,9,1,1cp
15.3279362432,11.6145039237,115,9,1,1cp
16.7120016921,12.5667130463,116,9,1,1cp
17.6793069441,12.5054504133,117,9,1,1cp
16.611864844,12.8510770672,118,9,1,1cp
17.5227448045,13.0778520968,119,9,1,1cp
17.218275304,13.7270628516,120,9,1,1cp
18.8879478528,14.9452855841,121,9,1,1cp
20.2545460989,16.8558497065,122,9,1,1cp
20.3146663126,18.9111807031,123,9,1,1cp
20.8007993953,20.5648149644,124,9,1,1cp
20.7415858734,20.6908408449,125,9,1,1cp
21.6789067761,21.6875449246,126,9,1,1cp
23.6340490966,25.0618743281,127,9,1,1cp
23.6483230503,27.0764070208,128,9,1,1cp
-0.388069189797,0.259722501721,119,16,1,1cp
-1.0564711581,-0.644594123383,120,16,1,1cp
0.339260777828,-0.00600166460555,121,16,1,1cp
-0.970388512184,-1.66752172687,122,16,1,1cp
-2.88416609245,-1.73360152552,123,16,1,1cp
-1.94288151439,-2.94461772528,124,16,1,1cp
-1.91519058278,-3.59645383309,125,16,1,1cp
-1.78782510424,-3.54905516177,126,16,1,1cp
-2.14924794367,-4.40946852705,127,16,1,1cp
-2.38774131105,-4.79402407128,128,16,1,1cp
-2.84585121388,-3.78773126207,129,16,1,1cp
-3.47184414414,-3.36462313159,130,16,1,1cp
-3.8537543665,-1.52893101953,131,16,1,1cp
-4.26720560532,-1.65863787418,132,16,1,1cp
-5.09578937634,-0.12883369627,133,16,1,1cp
-5.64095857567,2.31273492439,134,16,1,1cp
-8.14371809733,0.841090424261,135,16,1,1cp
-6.45907589578,1.04419516879,136,16,1,1cp
-5.0688226268,2.62126729597,137,16,1,1cp
-4.15373145929,3.41822190993,138,16,1,1cp
-2.91640707453,4.7893677833,139,16,1,1cp
-1.64282967139,5.18538259658,140,16,1,1cp
-1.366831468,6.27197238406,141,16,1,1cp
-0.899411770218,7.11629514866,142,16,1,1cp
0.628904839412,9.28407721032,143,16,1,1cp
1.83640832457,10.5384980536,144,16,1,1cp
4.87972881425,11.8761007157,145,16,1,1cp
7.49934096969,12.4642237496,146,16,1,1cp
9.43235311008,12.9766175255,147,16,1,1cp
9.67061819435,13.5440593377,148,16,1,1cp
10.1060611911,14.9385114801,149,16,1,1cp
10.1040144675,15.5175269992,150,16,1,1cp
11.3837718172,16.8073018561,151,16,1,1cp
9.64281697278,19.8827026548,152,16,1,1cp
0.871124703432,0.963850318715,119,17,1,1cp
0.545101171264,1.93740776624,120,17,1,1cp
1.74631509343,3.32331108753,121,17,1,1cp
1.33823972041,4.33191403738,122,17,1,1cp
-0.699884814772,2.69969595795,123,17,1,1cp
-1.70797112569,2.98066027887,124,17,1,1cp
-3.57876304671,1.92227487602,125,17,1,1cp
-3.93027653076,1.40936050105,126,17,1,1cp
-3.91185815157,1.57995470463,127,17,1,1cp
-2.23542083929,2.41552010298,128,17,1,1cp
-1.90849346553,1.52467676053,129,17,1,1cp
-2.12759399434,0.199957099074,130,17,1,1cp
-1.29818841315,1.38048794088,131,17,1,1cp
-3.50932372216,5.02405952428,132,17,1,1cp
-3.27370916405,5.82121330461,133,17,1,1cp
-2.50284397016,6.86812873956,134,17,1,1cp
-3.98143021594,9.65029235809,135,17,1,1cp
-2.83767617274,11.2405669772,136,17,1,1cp
-2.49917976524,12.4574280141,137,17,1,1cp
-1.91446767914,13.8995446795,138,17,1,1cp
-0.281685813038,15.149788612,139,17,1,1cp
2.98900704477,15.0100341839,140,17,1,1cp
4.17087329982,14.6685890261,141,17,1,1cp
5.41909388613,17.5554171382,142,17,1,1cp
5.95973298659,18.7393004901,143,17,1,1cp
6.10988861712,19.8393959327,144,17,1,1cp
7.94022443366,20.7491682686,145,17,1,1cp
8.08414060776,22.5302415362,146,17,1,1cp
9.15570684498,26.068932638,147,17,1,1cp
9.67804939821,27.5928853051,148,17,1,1cp
11.157029224,28.0047984788,149,17,1,1cp
12.4906913292,28.8713976209,150,17,1,1cp
14.5282312735,30.9423940881,151,17,1,1cp
15.0182148746,31.3595934867,152,17,1,1cp
15.7483399394,33.2118399757,153,17,1,1cp
15.7695762236,31.8911026017,154,17,1,1cp
16.3252829635,32.6612230303,155,17,1,1cp
17.7025834565,34.2893630438,156,17,1,1cp
-1.50276501763,1.2460851925,153,32,1,1cp
-1.76350018252,-0.827305039911,154,32,1,1cp
-2.88891919027,-1.16999263399,155,32,1,1cp
-3.037955857,-1.54143349999,156,32,1,1cp
-3.04460931163,-2.9489451947,157,32,1,1cp
-4.36375435683,-3.7267618823,158,32,1,1cp
-3.55931524672,-4.83733772776,159,32,1,1cp
-3.71652914009,-3.08506728434,160,32,1,1cp
-2.63606927108,-2.14938889119,161,32,1,1cp
-4.48097451138,-0.877833796196,162,32,1,1cp
-5.49816668192,-0.156161732153,163,32,1,1cp
-4.98149737327,-1.28521350337,164,32,1,1cp
-5.7806079441,-0.80973376965,165,32,1,1cp
-4.94514360215,0.679640791578,166,32,1,1cp
-3.94444448459,0.457512982686,167,32,1,1cp
-2.78618850364,2.17051141286,168,32,1,1cp
-2.46375471637,2.9301860147,169,32,1,1cp
-1.3144681529,3.55536520715,170,32,1,1cp
-1.09701185813,5.26632517535,171,32,1,1cp
0.577268610613,6.71058848684,172,32,1,1cp
1.46242459113,7.34962232102,173,32,1,1cp
2.61746121473,9.50895212439,174,32,1,1cp
6.18738805442,9.42788879679,175,32,1,1cp
6.08028359982,11.0438244037,176,32,1,1cp
8.46886586886,12.6369256617,177,32,1,1cp
6.80951451181,13.3273792224,178,32,1,1cp
0.326133022242,-0.15810149007,153,33,1,1cp
-0.924980554143,0.648491757843,154,33,1,1cp
-0.000953534936284,1.03210571166,155,33,1,1cp
-0.185855671379,-1.33761569782,156,33,1,1cp
-0.708578691898,-1.68562878412,157,33,1,1cp
0.340430533939,-1.48707042122,158,33,1,1cp
-0.363913156604,-2.92143538838,159,33,1,1cp
-1.77237445297,-2.34041337852,160,33,1,1cp
-3.32900362649,-3.86442862024,161,33,1,1cp
-2.72299367515,-4.66286766766,162,33,1,1cp
-4.00342302764,-3.32155574796,163,33,1,1cp
-2.24862884566,-3.20533353683,164,33,1,1cp
-4.33055825354,-1.63136657762,165,33,1,1cp
-2.63410188525,-2.38494029553,166,33,1,1cp
-2.42308441805,0.696374361232,167,33,1,1cp
-2.51979752992,1.39182072275,168,33,1,1cp
-3.06471661673,2.48714152969,169,33,1,1cp
-2.66558050238,3.66617832624,170,33,1,1cp
-2.7032152048,5.27374519057,171,33,1,1cp
-1.59991332278,4.75456520759,172,33,1,1cp
-1.48568567412,5.74922873675,173,33,1,1cp
-1.33538391266,6.09045991097,174,33,1,1cp
-0.698996124875,5.40090268489,175,33,1,1cp
0.244058251404,7.38802488502,176,33,1,1cp
1.5518600203,8.03585190142,177,33,1,1cp
0.84169162764,9.27837232703,178,33,1,1cp
0.493506205534,10.4582177458,179,33,1,1cp
2.23677029956,11.1233654734,180,33,1,1cp
3.40763573768,14.098392827,181,33,1,1cp
4.22365240133,15.0511281744,182,33,1,1cp
5.2420863344,14.4931758567,183,33,1,1cp
6.58966803976,15.0927944965,184,33,1,1cp
7.04990835945,16.5925321166,185,33,1,1cp
7.27160363405,18.125127226,186,33,1,1cp
8.46744888915,18.0373462907,187,33,1,1cp
8.48907611153,19.9668287981,188,33,1,1cp
9.89732886724,19.2039618692,189,33,1,1cp
9.19474526301,21.3480970718,190,33,1,1cp
11.2239009003,21.0287491827,191,33,1,1cp
12.6964983827,21.8025039637,192,33,1,1cp
13.9525281171,23.8670726417,193,33,1,1cp
15.935219101,24.9866783106,194,33,1,1cp
18.6006935455,26.8033768283,195,33,1,1cp
20.6150636105,28.422038788,196,33,1,1cp
-0.453744308536,0.31386196347,179,64,0,1cp
0.179197325257,-0.131640557931,180,64,0,1cp
-1.34735453644,1.32174391919,181,64,0,1cp
-1.40525944378,2.90131606492,182,64,0,1cp
-0.58677470914,2.37845603776,183,64,0,1cp
-0.452927054894,1.95826922067,184,64,0,1cp
-0.00628732337688,1.67648461181,185,64,0,1cp
-0.219559699343,0.332034100774,186,64,0,1cp
0.909509738192,-0.58661784571,187,64,0,1cp
0.829093964483,-1.59075861246,188,64,0,1cp
0.363643782079,-2.35855617757,189,64,0,1cp
1.25016119465,-2.39324106495,190,64,0,1cp
-0.154998727716,-2.15902633242,191,64,0,1cp
0.346034615801,-0.608525839603,192,64,0,1cp
-0.696450258426,-1.60687988034,193,64,0,1cp
0.581476570812,-0.622557481865,194,64,0,1cp
1.32044931757,-0.83654632609,195,64,0,1cp
2.45543403839,-0.886010035743,196,64,0,1cp
3.86800443503,-0.211190543576,197,64,0,1cp
2.93831983872,-1.33391256514,198,64,0,1cp
3.28773499716,-0.951502818955,199,64,0,1cp
5.33128090644,-0.785050610741,200,64,0,1cp
7.19904593062,-0.292599346733,201,64,0,1cp
8.48207813601,-0.00343070282548,202,64,0,1cp
8.13261456459,2.45186943709,203,64,0,1cp
9.71811802544,1.81412945283,204,64,0,1cp
11.4315176156,1.28313249783,205,64,0,1cp
12.4785348288,0.659991971408,206,64,0,1cp
14.7017057794,0.104514852247,207,64,0,1cp
15.0182739892,-0.532872275059,208,64,0,1cp
15.5084164117,0.656144256048,209,64,0,1cp
14.0238048326,3.07664850404,210,64,0,1cp
15.9436323428,3.50590221029,211,64,0,1cp
-0.832355573104,-0.816935670987,179,65,0,1cp
-0.360940016718,-0.398683116201,180,65,0,1cp
-0.913163060999,0.0017289130372,181,65,0,1cp
-0.280231243243,-0.223984734532,182,65,0,1cp
-0.077308222392,-0.220569983354,183,65,0,1cp
-1.59305233739,0.597182712522,184,65,0,1cp
-0.0455471360592,-0.892210347127,185,65,0,1cp
1.75033053704,-0.867568248698,186,65,0,1cp
1.13754184655,-0.777612100572,187,65,0,1cp
0.749840286616,-0.024307831494,188,65,0,1cp
1.03570567734,-0.374556243437,189,65,0,1cp
1.37016246733,2.12057750208,190,65,0,1cp
2.02870674,3.33420792651,191,65,0,1cp
4.03891127877,4.6007884732,192,65,0,1cp
3.86196405127,5.19940871587,193,65,0,1cp
3.06366680673,6.73743107067,194,65,0,1cp
1.68434757872,7.78538512095,195,65,0,1cp
0.953417538778,9.99436706506,196,65,0,1cp
0.920290565904,9.55287281699,197,65,0,1cp
2.71484842942,10.7284186469,198,65,0,1cp
2.19723713039,12.1369309953,199,65,0,1cp
3.42102508202,12.9505586009,200,65,0,1cp
4.40460218595,13.5458927776,201,65,0,1cp
6.5929954594,14.1829354986,202,65,0,1cp
10.1199278853,15.357574768,203,65,0,1cp
10.5890591124,14.547615867,204,65,0,1cp
11.0996196698,16.5126308281,205,65,0,1cp
13.1437805469,17.0324989604,206,65,0,1cp
14.8256720365,18.1603016577,207,65,0,1cp
17.6723793623,19.5274039245,208,65,0,1cp
19.2563075476,20.0015985372,209,65,0,1cp
19.8970154568,20.8705601302,210,65,0,1cp
21.4876702875,19.8353198896,211,65,0,1cp
23.5963738681,21.5674434969,212,65,0,1cp
25.4168560493,23.6475124973,213,65,0,1cp
26.9241300804,22.9465189453,214,65,0,1cp
28.99080477,23.5400260686,215,65,0,1cp
31.1601003604,23.3101566904,216,65,0,1cp
33.5422593515,24.1324163689,217,65,0,1cp
35.190969239,25.7810527036,218,65,0,1cp
36.0238511587,27.7683616029,219,65,0,1cp
37.1705648452,29.8902147923,220,65,0,1cp
39.3770738117,32.200758617,221,65,0,1cp
-0.222412778456,0.491404567019,197,66,0,1cp
-1.36937140719,-0.18498773504,198,66,0,1cp
-1.4839617075,1.61595269787,199,66,0,1cp
-0.850694205193,1.57579474723,200,66,0,1cp
-2.07795398611,0.145019645109,201,66,0,1cp
-0.417817032666,0.273124060019,202,66,0,1cp
0.480071506094,-0.407927597455,203,66,0,1cp
0.273504337663,0.432715951533,204,66,0,1cp
-0.437367592748,-0.219908027769,205,66,0,1cp
-1.10648867386,-0.666091460984,206,66,0,1cp
-1.03228246006,-2.55563219193,207,66,0,1cp
-1.26168506279,-3.00793851118,208,66,0,1cp
0.688817692492,-5.43181783781,209,66,0,1cp
1.34584186419,-6.01572066129,210,66,0,1cp
2.8513436748,-4.25530600515,211,66,0,1cp
3.82241879063,-2.4695058465,212,66,0,1cp
5.09208814802,-1.04404828471,213,66,0,1cp
5.86203171243,-1.01102442784,214,66,0,1cp
7.56974725368,-0.0587357839843,215,66,0,1cp
9.29228733397,0.937661676925,216,66,0,1cp
10.7522163598,0.779296987733,217,66,0,1cp
12.3597306869,3.2826952895,218,66,0,1cp
12.4153619094,5.16005758008,219,66,0,1cp
13.7386076723,5.93909340625,220,66,0,1cp
15.9878094398,6.96597924524,221,66,0,1cp
0.208382807948,1.04709830261,197,67,0,1cp
-1.83335206048,0.941706377175,198,67,0,1cp
-2.080529443,2.72253559014,199,67,0,1cp
-2.762513691,1.0895833096,200,67,0,1cp
-3.76413370089,0.516814885051,201,67,0,1cp
-4.04523399378,1.31731312682,202,67,0,1cp
-2.24754746693,1.49658773124,203,67,0,1cp
-1.60670460566,2.02944762406,204,67,0,1cp
-2.17788359544,0.775639390264,205,67,0,1cp
-1.60530081409,2.15244288314,206,67,0,1cp
-0.2059453775,2.9294589789,207,67,0,1cp
0.718688305413,3.33108448439,208,67,0,1cp
0.778318675333,2.64547420331,209,67,0,1cp
0.131381897627,2.96927433092,210,67,0,1cp
0.829605211241,2.67778435192,211,67,0,1cp
1.22309059666,1.02729314188,212,67,0,1cp
2.11828381669,0.976870290163,213,67,0,1cp
2.75345561837,0.82013989194,214,67,0,1cp
3.80300833369,1.88254140182,215,67,0,1cp
3.26777312213,-0.351885040499,216,67,0,1cp
4.58516718777,-0.116685211644,217,67,0,1cp
4.78276679246,-1.27225325975,218,67,0,1cp
6.85802766508,-0.953029917554,219,67,0,1cp
6.16883984699,0.421250138023,220,67,0,1cp
8.90480365016,1.33440536089,221,67,0,1cp
10.1027144336,3.1416984857,222,67,0,1cp
10.45129643,2.8959324266,223,67,0,1cp
10.967410596,5.00365287689,224,67,0,1cp
11.6470632878,5.29557401069,225,67,0,1cp
13.0712292342,4.7396753602,226,67,0,1cp
14.5940647222,5.4672793897,227,67,0,1cp
15.0203647183,4.37212186702,228,67,0,1cp
15.996010126,5.62629575927,229,67,0,1cp
19.1382804846,6.36704531669,230,67,0,1cp
21.8658236547,8.60073223806,231,67,0,1cp
23.3021473244,10.2496564486,232,67,0,1cp
24.3401508026,9.85766011138,233,67,0,1cp
25.4601821293,10.0192726203,234,67,0,1cp
27.073700102,11.5399370408,235,67,0,1cp
27.0509075368,13.3870160508,236,67,0,1cp
27.7935309994,15.6095169657,237,67,0,1cp
27.1249469255,17.824026251,238,67,0,1cp
28.5241700481,18.7345036407,239,67,0,1cp
30.1713659878,20.097159263,240,67,0,1cp
30.6881795255,22.3958977669,241,67,0,1cp
33.2621662888,23.092589305,242,67,0,1cp
33.0364006258,24.4723154919,243,67,0,1cp
32.5720257456,25.1454347122,244,67,0,1cp
33.7964775641,25.5944865978,245,67,0,1cp
-0.13091597277,-0.917159805196,157,34,1,1cp
-1.1658708373,-0.766740900052,158,34,1,1cp
-1.35586522448,-0.401779897586,159,34,1,1cp
-0.907474930868,2.00163568765,160,34,1,1cp
-1.49623846708,1.94401689062,161,34,1,1cp
-1.48694671454,2.14511593733,162,34,1,1cp
-1.34760412092,3.19577033334,163,34,1,1cp
-0.895069229102,4.3012962663,164,34,1,1cp
-1.02864907041,5.48832657186,165,34,1,1cp
0.0572172714609,6.12705679389,166,34,1,1cp
-1.04370158999,4.98405188116,167,34,1,1cp
2.89405125718,6.61748341346,168,34,1,1cp
3.02291749314,5.47113802044,169,34,1,1cp
4.42630751649,5.77377348568,170,34,1,1cp
4.48783960629,5.01949763566,171,34,1,1cp
6.1321077658,4.95535928907,172,34,1,1cp
7.40867691839,5.28412169937,173,34,1,1cp
7.75796338105,6.60547891482,174,34,1,1cp
9.83105072646,8.02739966906,175,34,1,1cp
10.6670898469,10.6411109381,176,34,1,1cp
12.2143057849,12.0946452396,177,34,1,1cp
-0.244156635291,-0.188896687784,157,35,1,1cp
0.719930532998,0.364176588656,158,35,1,1cp
1.90940102192,0.330490061747,159,35,1,1cp
0.681793206785,-0.619858121354,160,35,1,1cp
1.27919327664,-1.49043073762,161,35,1,1cp
1.98036601895,-2.47470311291,162,35,1,1cp
1.68280251559,-1.50380238097,163,35,1,1cp
3.0585093289,-1.12124899343,164,35,1,1cp
2.90845374187,-2.03335215452,165,35,1,1cp
3.03403019534,-0.63651348867,166,35,1,1cp
2.86095837105,1.87800407392,167,35,1,1cp
2.87653741863,3.6510872631,168,35,1,1cp
1.78026233174,4.04776369788,169,35,1,1cp
0.340211449145,3.46095198228,170,35,1,1cp
1.93471651237,4.32668387892,171,35,1,1cp
1.08775516405,5.16746000083,172,35,1,1cp
0.0963628145952,5.19826039051,173,35,1,1cp
-2.05702729901,6.74929769276,174,35,1,1cp
-2.6959890467,9.59592419359,175,35,1,1cp
-4.01907884011,10.818206911,176,35,1,1cp
